Sara Loren	Living people, Pakistani movie actors
Ursula B. Marvin	1921 births, 2018 deaths, American astronomers, American geologists, American educators, Scientists from Vermont, Scientists from Massachusetts, People from Burlington, Vermont
Hina Jilani	Pakistani people
Special Representative of the Secretary-General	United Nations
Human Rights Commission of Pakistan	Pakistan
David Caron	1952 births, 2018 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in London, American educators, Writers from Hartford, Connecticut
Government of India Act 1858	British India, 1858, 1850s in the United Kingdom, 19th century in India
Government of India Act 1947	British India, 1947 in Asia, 1947 in the United Kingdom, 1940s in India, 20th century in Pakistan, 1947 in law
Boyhood Productions	Indian television
Hawaii–Aleutian Time Zone	Time zones
Classical crossover	Popular culture, Music genres
Kogo language	Languages of Africa, Cameroon
Giorgi Maisashvili	1962 births, 2018 deaths, Deaths from colorectal cancer, Politicians from Georgia (country), Economists, Human rights activists
Amtrak Cascades	Amtrak, Rail transport in the United States
James Colby	1961 births, 2018 deaths, American movie actors, American television actors, American stage actors, Actors from Massachusetts
Isosceles triangle	Polygons
Microbloggging	Communication
Remember Me (movie)	2010 romance movies, 2010 drama movies, 2010s romantic drama movies, Coming-of-age movies, American romantic drama movies
Makkal Needhi Maiam	Political parties in Tamil Nadu, 2018 establishments in India
Search algorithm	Searching and sorting algorithms
World of Coca-Cola	Museums in the United States, Soft drinks, Coca-Cola, Buildings and structures in Atlanta, Georgia, 2007 establishments in the United States, 2000s establishments in Georgia (U.S. state)
Penny Vincenzi	1939 births, 2018 deaths, British novelists, British writers, People from Bournemouth
Flag of Jordan	National flags, Jordan
Flag of Iraq	National flags, Iraq
Flag of Lebanon	National flags, Lebanon
Flag of Yemen	National flags, Yemen
Flag of Qatar	National flags, Qatar
Flag of Brunei	National flags, Brunei
Social Democratic Party of Switzerland	Politics of Switzerland, Political parties in Europe, Social democratic parties, 1888 establishments in Europe, 19th century establishments in Switzerland
Graveyard slot	Time, Television
VV Cephei	Red giants, Binary stars, Variable stars, Supergiants
Eudoros	People in Greek mythology
Phoenix (Myrmidon)	People in Greek mythology
Swedesboro, New Jersey	1902 establishments in the United States, Boroughs in New Jersey
Leo Falcam	1935 births, 2018 deaths, Presidents of the Federated States of Micronesia, Vice presidents
Luciano Benjamín Menéndez	1927 births, 2018 deaths, Deaths from heart failure, Argentine politicians, Military people, Murderers
Jayendra Saraswathi	1935 births, 2018 deaths, Deaths from respiratory failure, Indian people, Spiritual teachers
Holladay, Utah	Cities in Utah
Memnon (mythology)	People in Greek mythology
Udaipur	Cities in India, Settlements in Rajasthan
Torcuato Benjumeda	1836 deaths, 1757 births, Architects, People from Cádiz
Namchi	Settlements in Sikkim, Capital cities in India
Tamizhaga Vazhvurimai Katchi	Political parties in Tamil Nadu
T. Velmurugan	Tamil Nadu politicians, Living people, Year of birth missing (living people)
Python (mythology)	Greek legendary creatures
Kathrine Switzer	1947 births, Living people
Piedmont, California	Settlements in Alameda County, California, Cities in California, Cities in the San Francisco Bay Area, Enclaves
Caduceus	Greek mythology
Eurybia (mythology)	Greek mythology
Tajikistan at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Tajikistan
American Gold Star Mothers	Military of the United States
Dance Again	Dance-pop songs, Jennifer Lopez songs, 2012 songs
Flag of Mongolia	National flags, Mongolia, 1992 establishments in Asia, Establishments in Mongolia
Flag of Laos	National flags, Laos
Brunswick monogrammist	16th century births, Dutch painters
Deaths in March 2018	2018 deaths, March 2018 events
Toko Shinoda	1913 births, Japanese centenarians, Japanese artists, Painters, 2021 deaths
Agustinia	Sauropods
Dinosauromorpha	Archosaurs
2023	2023, Years in the future
Stanleycaris	Arthropods, Fossils
Altispinax	Theropods, Cretaceous dinosaurs
Becklespinax	Theropods, Cretaceous dinosaurs
Jimmy Hibbert	Living people, English screenwriters, English voice actors, People from Oxfordshire
2011 World Series	Major League Baseball World Series, 2011 in sports, St. Louis Cardinals, Texas Rangers (baseball), 2010s in St. Louis, Missouri, 2010s in Texas
Flag of Kyrgyzstan	National flags, Kyrgyzstan
Flag of Nepal	National flags, Nepal
Lawrence D. Brown	1940 births, 2018 deaths, American educators, Writers from Los Angeles, California, Writers from Philadelphia, Pennsylvania
William H. T. Bush	1938 births, 2018 deaths, Businesspeople from St. Louis, Missouri, Bush family, People from Greenwich, Connecticut
Waldo R. Tobler	1930 births, 2018 deaths, American educators, American geographers, Scientists from Portland, Oregon
Antonio García-Trevijano	1927 births, 2018 deaths, Spanish writers, Spanish politicians, Spanish educators, Political activists, Conservatives
Ștefan Tașnadi	1953 births, 2018 deaths, Romanian sportspeople, Weightlifters, Olympic silver medalists
Luigi Taveri	1929 births, 2018 deaths, Deaths from stroke, Swiss sportspeople
María Rubio	1934 births, 2018 deaths, Mexican movie actors, Mexican television actors, Mexican stage actors
Antonio Tajani	1953 births, Living people, MEPs for Italy, Politicians from Rome, European Commissioners, Presidents of the European Parliament
Textile arts	Textile arts
Kaori Ishibashi	1962 births, People from Chiba Prefecture, Living people, Researchers, Japanese educators, Japanese writers
Xaver Schlager	1997 births, Living people, Austrian footballers, FC Red Bull Salzburg players
Pre-ejaculate	Anatomy of the male reproductive system, Glands
Jami at-Tirmizi	Hadith Books
Shanag	Theropods, Cretaceous dinosaurs
Tétouan	Cities in Morocco
Mario Salieri	1957 births, Italian movie directors, Italian movie producers, Living people, People from Naples
Flag of the Republic of China	National flags, Taiwan
Flag of Malaysia	National flags, Malaysia
Flag of Uzbekistan	National flags, Uzbekistan
Flag of Bhutan	National flags, Bhutan
Flag of Tajikistan	National flags, Tajikistan
Rosenau, Haut-Rhin	Communes in Haut-Rhin
Bannio Anzino	Settlements in Piedmont
24 (2016 movie)	2016 movies, Movies set in the 1990s, Indian movies, Time travel movies, Tamil-language movies
Dorne Dibble	1929 births, 2018 deaths, Deaths from pneumonia, Detroit Lions players
Turtle Bay, Manhattan	Neighborhoods of New York City, Manhattan
Anatoly Lein	1931 births, 2018 deaths, Naturalized citizens of the United States, Soviet sportspeople, American chess players, Sportspeople from Ohio
Jesús López Cobos	1940 births, 2018 deaths, Deaths from neuroendocrine cancer, Cancer deaths in Germany, Spanish people, Conductors
Brandon Jenkins	1969 births, 2018 deaths, Deaths from surgical complications, American singer-songwriters, Singers from Tulsa, Oklahoma, Singers from Austin, Texas, Singers from Nashville, Tennessee, Writers from Tulsa, Oklahoma, Writers from Texas, Writers from Nashville, Tennessee, Writers from Austin, Texas
William Desmond Taylor	1872 births, 1922 deaths, Murder in California, Murder victims, Deaths by firearm in the United States, Irish movie actors, Irish movie directors, Irish movie producers
Mabel Normand	1892 births, 1930 deaths, Deaths from tuberculosis, Infectious disease deaths in California, American silent movie actors, Actors from New York City, Screenwriters from New York City, Movie directors from New York City, Movie producers from New York City
Mary Miles Minter	1902 births, 1984 deaths, Deaths from stroke, Cardiovascular disease deaths in California, American silent movie actors, American child actors, Actors from Louisiana, People from Shreveport, Louisiana
Olive Thomas	1894 births, 1920 deaths, American silent movie actors, Actors from Pennsylvania, Models from Pennsylvania, Accidental deaths in France, Drug-related accidental deaths, Deaths from nephritis
Nephritis	Inflammation
Charleroi, Pennsylvania	Boroughs in Pennsylvania
Spalding County, Georgia	1850s establishments in Georgia (U.S. state), 1851 establishments in the United States, Georgia (U.S. state) counties
Marc L. Marks	1927 births, 2018 deaths, United States representatives from Pennsylvania, US Republican Party politicians
2018 Italian general election	2018 elections, March 2018 events, 2010s in Italy
Upper Kohistan District	Districts of Khyber Pakhtunkhwa
Albert Mkrtchyan	1937 births, 2018 deaths, Armenian movie directors, Armenian actors, Armenian writers, Screenwriters
Lower Kohistan District	Districts of Khyber Pakhtunkhwa
Vanessa Goodwin	1969 births, 2018 deaths, Deaths from brain cancer, Cancer deaths in Australia, Australian lawyers, Politicians from Tasmania
Pattan, Khyber Pakhtunkhwa	Khyber Pakhtunkhwa, Towns in Pakistan
2018 Papua New Guinea earthquake	2018 earthquakes, February 2018 events, History of Papua New Guinea
Ross	Counties of Scotland
Chakdara	Lower Dir District, Towns in Pakistan
Ota Filip	1930 births, 2018 deaths, Novelists, Czech journalists, Political writers, Essayists, Anti-Communists
Asif Ali Zardari	Living people, 1955 births, Presidents of Pakistan
Li Boguang	1968 births, 2018 deaths, Deaths from liver cancer, Human rights activists, Chinese educators
Coraopolis, Pennsylvania	Boroughs in Pennsylvania
Flag of Maldives	National flags, Maldives, National symbols of the Maldives
Flag of Cambodia	National flags, Cambodia
Flag of Myanmar	National flags, Myanmar, 2010 establishments in Asia, Establishments in Myanmar
Flag of East Timor	National flags, East Timor
Flag of Papua New Guinea	National flags, Papua New Guinea
Flag of Tonga	National flags, Tonga
Glenn Greenwald	1967 births, Living people, American journalists, American writers, American bloggers
Jean-Guy Hamelin	1925 births, 2018 deaths, Roman Catholic bishops, Canadian people
Joseph Bagobiri	1957 births, 2018 deaths, Nigerian people, Roman Catholic bishops
Hubbard, Ohio	Cities in Ohio
Streetsboro, Ohio	Cities in Ohio
Billy Herrington	1969 births, 2018 deaths, Actors from New York, American pornographic actors, Bisexual people, Bodybuilders, LGBT actors, LGBT people from New York, Road accident deaths in California
North Babylon, New York	Hamlets in New York, Census-designated places in New York (state)
Newport, Oregon	Cities in Oregon, County seats in Oregon
Kenneth Gärdestad	2018 deaths, 1948 births, Deaths from pneumonia, Deaths from influenza, Deaths from skin cancer, Deaths from lymphoma, Swedish writers, Songwriters, Architects
Tommy DeVito (musician)	1928 births, 2020 deaths, Deaths from the COVID-19 pandemic in the United States, American rock singers, American rock guitarists, American pop singers, American pop musicians, Singers from New Jersey, Musicians from New Jersey
The Four Seasons (band)	1960 establishments in the United States, American rock bands, American pop musicians, Musicians from Newark, New Jersey, Warner Bros. Records artists
Pakistan at the 2018 Winter Paralympics	Sport in Pakistan, Nations at the 2018 Winter Paralympics
Arabinda Muduli	1961 births, 2018 deaths, Deaths from cardiac arrest, Indian musicians, Indian singers, Indian writers, Songwriters
Tônia Carrero	1922 births, 2018 deaths, Deaths from cardiac arrest, Deaths from surgical complications, Brazilian movie actors, Brazilian television actors, People from Rio de Janeiro
Davide Astori	1987 births, 2018 deaths, Deaths from myocardial infarction, Italian footballers
Wolfhart Westendorf	1924 births, 2018 deaths, Polish historians, German historians
Flag of England	National flags, England, Flags of the United Kingdom
Flag of Kiribati	National flags, Kiribati
Flag of Fiji	National flags, Fiji
Flag of Palau	National flags, Palau
Michel Camdessus	1933 births, Living people, French economists, Managing Directors of the International Monetary Fund
Jacques de Larosière	1929 births, Living people, Managing Directors of the International Monetary Fund, Politicians from Paris
Rodrigo Rato	1949 births, Living people, Managing Directors of the International Monetary Fund, People from Madrid, Deputy Prime Ministers of Spain
