William Dampier	1651 births, 1715 deaths, English explorers, People from Somerset
Zygmunt Bauman	1925 births, 2017 deaths, 20th century philosophers, 21st century philosophers, British philosophers, British sociologists, Continental philosophers, Jewish academics, Jewish British academics, Jewish British writers, Jewish scientists, Naturalised citizens of the United Kingdom, People from Poznań, Polish academics, Polish communists, Polish Jews, Polish scientists, Polish writers, Writers from Leeds
Ali Shariatmadari	1924 births, 2017 deaths, Iranian politicians, Iranian educators
Bayezid Osman	1924 births, 2017 deaths, Turkish people, People from Paris
Progressive supranuclear palsy	Diseases
Peter Sarstedt	1941 births, 2017 deaths, Disease-related deaths in Sussex, English singer-songwriters, English pop singers, English pop musicians, English guitarists, Singers from London, Musicians from London, Writers from London
Buddy Bregman	1930 births, 2017 deaths, Deaths from Alzheimer's disease, American composers, American television directors, American television producers, Writers from Chicago
Rauda Morcos	1974 births, Living people, Lesbians, LGBT rights activists, Palestinian people
Temple Run 2	2013 video games
Our Revolution	Bernie Sanders, Political organizations based in the United States
Versailles University Foundation	Université de Versailles Saint-Quentin-en-Yvelines
Boško Krunić	1929 births, 2017 deaths, Deaths from stroke, Yugoslavian people, Communists
Gombojavyn Ochirbat	1929 births, Living people, Communists, Mongolian people
Eduardo Martínez Somalo	1927 births, 2021 deaths, Deaths from myocardial infarction, Cardinals of the Roman Catholic Church, Roman Catholic bishops, Spanish Roman Catholics
Kim Yong-ju	1920 births, Living people, Communists, North Korean politicians
Nebelhorn	Allgäu Alps, Geography of Bavaria, Mountains of Germany
Fellhorn	Allgäu Alps, Geography of Bavaria, Vorarlberg, Mountains of Austria, Mountains of Germany
Back to the Future (franchise)	Back to the Future movies, English-language movies, Comedy science fiction movies, Universal Pictures movies
Ben Feringa	1951 births, Living people, Dutch academics, Dutch chemists, Dutch Nobel Prize winners, People from Drenthe
Milada Horáková	1901 births, 1950 deaths
Leen Verbeek	1954 births, Living people, Aldermen of the Netherlands, Dutch civil servants, Dutch councillors, Dutch mayors, Dutch provincial politicians, Labour Party (Netherlands) politicians, Politicians from South Holland
Heliskiing	Skiing
Quirine Oosterveld	1990 births, Living people, Dutch volleyball players, People from Flevoland
Kanzelwand	Allgäu Alps, Geography of Bavaria, Mountains of Austria, Mountains of Germany, Vorarlberg
Michiel van Hulten	1969 births, Living people, Dutch party chairs, Former MEPs, Labour Party (Netherlands) politicians, MEPs for the Netherlands, People from Flevoland
Clare Hollingworth	1911 births, 2017 deaths, English centenarians, English journalists, People from Leicester, Writers from Leicestershire
Mojave Desert	Deserts, Geography of Arizona, Landforms of California
Arrondissements of the Gard department	Arrondissements of France, Occitanie
The Daughter of Sláva	Epic poems
Honeyberry	Dipsacales, Berries, Shrubs
Arrondissement of Alès	Arrondissements of France, Occitanie
Gol Transportes Aéreos Flight 1907	Aviation disasters in the 2000s, 2000s in Brazil, 2006, September events
Arrondissement of Le Vigan	Arrondissements of France, Occitanie
Arrondissement of Nîmes	Arrondissements of France, Occitanie
Roy Innis	1934 births, 2017 deaths, Deaths from Parkinson's disease, American civil rights activists, Politicians from New York City
Jovanka Nikolić	1952 births, 2017 deaths, Poets, Serbian people
Buddy Greco	1926 births, 2017 deaths, American jazz musicians, American pop musicians, American pop singers, American pianists, American movie actors, American television actors, Singers from Philadelphia, Pennsylvania, Musicians from Philadelphia, Pennsylvania, Actors from Philadelphia, Pennsylvania
Gardon	Rivers of France, Occitanie
Uta Ranke-Heinemann	1927 births, 2021 deaths, German academics, German politicians, German Roman Catholics, German theologians, German writers, People from Essen, Politicians from North Rhine-Westphalia, Writers from North Rhine-Westphalia
Mir Hazar Khan Khoso	1929 births, 2021 deaths, Prime Ministers of Pakistan, Deaths from myocardial infarction
Jamshid bin Abdullah of Zanzibar	1929 births, Living people
Orbital revolution	Astronomy
Adenan Satem	1944 births, 2017 deaths, Deaths from myocardial infarction, Malaysian politicians
American Pit Bull Terrier	Dog breeds, Terriers
Kerime Nadir	1917 births, 1984 deaths, Turkish writers
Tekin Akmansoy	1924 births, 2013 deaths, Turkish actors
Cem Özer	1959 births, Turkish writers
Sırrı Gültekin	1924 births, 2008 deaths, Turkish actors
Ekrem Bora	1934 births, 2012 deaths
Filiz Taçbaş	1964 births, Turkish actors
Osman Alyanak	1916 births, 1991 deaths, Turkish actors
Güzin Özipek	1925 births, 2000 deaths, Turkish actors
Esra Akkaya	1970 births
Ahmet Üstel	1930 births, 1983 deaths, Turkish writers, Turkish actors
Savaş Başar	1938 births, 1985 deaths, Turkish actors, Turkish screenwriters
Yücel Erten	1945 births, Turkish actors
Zeyno Günenç	1967 births, Turkish actors
Alper Kul	1975 births, Turkish writers, Turkish actors, Living people
Münibe Millet	1980 births, Turkish actors
François Van der Elst	1954 births, 2017 deaths, Belgian footballers, Cardiovascular disease deaths in Belgium, Deaths from cardiac arrest, People from Flemish Brabant
List of caravanserais in Azerbaijan	Accommodations, Buildings and structures in Azerbaijan, Lists of buildings, Azerbaijan-related lists
Egyptian goose	Geese, Birds of Africa
St. Helier railway station	1930 establishments in Europe, 1930s establishments in England
Richard Lydekker	British naturalists
Rubihorn	Allgäu Alps, Geography of Bavaria, Mountains of Germany
Saeeduzzaman Siddiqui	1938 births, 2017 deaths, Chief Justices of Pakistan
Martin Brandtner	1938 births, 2017 deaths, American military people, People from Minneapolis, Minnesota
Bob McCullough	2017 deaths, Australian sportspeople
David Shulkin	1959 births, Living people, American physicians, United States Secretaries of Veterans Affairs, Independent politicians in the United States, Politicians from Illinois, Politicians from Pennsylvania, Politicians from Washington, D.C., People from Highland Park, Illinois
Warren Allen Smith	1921 births, 2017 deaths, LGBT writers, Gay men, LGBT businesspeople, LGBT people from New York City, Writers from New York City
Takobeya (Japanese bureaucrats)	Government of Japan, Japanese language, Rooms
Manlio Rocchetti	Academy Award winning make-up artists, Emmy Award winners, 1943 births, 2017 deaths, Make-up artists, People from Rome
Tommy Allsup	1931 births, 2017 deaths, Deaths from surgical complications, American country guitarists, Musicians from Oklahoma, Native American people, American record producers, Grammy Award winners, People from Springfield, Missouri, Deaths from hernia
Kenny Wharram	1933 births, 2017 deaths, Canadian ice hockey right wingers, Chicago Blackhawks players, Deaths from heart failure, Lady Byng Memorial Trophy winners, Sportspeople from Ontario
Jean-Jacques Annaud	1943 births, Living people, French movie directors, French movie producers, French screenwriters, People from Ile-de-France
Mont Aigoual	Mountains of France, Occitanie
Stanley Russ	1930 births, 2017 deaths, Cancer deaths in the United States, Deaths from acute myeloid leukemia, Disease-related deaths in Arkansas, Politicians from Arkansas, US Democratic Party politicians, State legislators of the United States
Russell Trood	1948 births, 2017 deaths, Cancer deaths in Queensland, Deaths from thyroid cancer, Liberal Party of Australia politicians, Members of the Australian Senate, Politicians from Melbourne, Politicians from Queensland
Mark Andrews	1926 births, 2020 deaths, United States representatives from North Dakota, United States senators from North Dakota, US Republican Party politicians
Roger Angell	1920 births, Living people, Writers from New York City
Douglas Wass	1923 births, 2017 deaths, Civil servants, British politicians, People from Nottingham
Tony Rosato	1954 births, 2017 deaths, Actors from Toronto, Canadian comedians, Canadian movie actors, Canadian television actors, Canadian voice actors, Cardiovascular disease deaths in Canada, Deaths from myocardial infarction, Disease-related deaths in Ontario, People from Naples
Gavin Whittaker	1970 births, 2017 deaths, Australian rugby league players, Cancer deaths in Queensland, Deaths from stomach cancer, Sportspeople from Queensland
Allgäu Alps	Allgäu Alps, Mountain ranges of the Alps, Mountain ranges of Germany, Mountains of Austria
Lucina da Costa Gomez-Matheeuws	1929 births, 2017 deaths, Dutch women politicians, Netherlands Antilles
Großer Krottenkopf	Allgäu Alps, Mountains of Austria, Tyrol (state)
Tony Booth (artist)	1933 births, 2017 deaths, Cancer deaths in England, English artists, People from Merseyside
Party for Freedom	Islamophobia, Nationalist organizations in Europe, Eurosceptic parties, Political parties in the Netherlands, 2006 establishments in the Netherlands
Anthony King (professor)	1934 births, 2017 deaths, British academics, British educators, British scientists, Canadian scientists, Political scientists
Claudia Poll	1972 births, Living people, Costa Rican sportspeople, Olympic bronze medalists, Olympic gold medalists, Swimmers
Silvia Poll	1970 births, Living people, Costa Rican sportspeople, Olympic silver medalists, Swimmers
Yelko Gómez	1989 births, Living people, Cyclists, Panamanian sportspeople
Igloofest	Music festivals, 2007 establishments in Canada
Graham Taylor	1944 births, 2017 deaths, Cardiovascular disease deaths in England, Deaths from myocardial infarction, English footballers, England national football team managers, English football managers, Officers of the Order of the British Empire, Sportspeople from Nottinghamshire
Dash	Punctuation
Hohes Licht	Allgäu Alps, Mountains of Austria, Tyrol (state)
Oil refining	Industries
Barbary	History of Africa, 16th-century establishments, 19th-century disestablishments
New Braunfels, Texas	Cities in Texas, County seats in Texas, 1845 establishments in the United States, 1840s establishments in Texas
Brian Fletcher	1947 births, 2017 deaths, Cancer deaths in England, English sportspeople
Partisan	International law
Nikolay Neprimerov	1921 births, 2017 deaths, Russian academics, Russian physicists
One-Two-GO Airlines Flight 269	2007 aviation disasters, 2007 in Asia, 2000s in Thailand
Giulio Angioni	1939 births, 2017 deaths, Italian writers, European anthropologists, People from Sardinia
Central Department	Departments of Paraguay
Jim Bunning	1931 births, 2017 deaths, Cardiovascular disease deaths in the United States, Deaths from stroke, Detroit Tigers players, Los Angeles Dodgers players, Philadelphia Phillies players, Pittsburgh Pirates players, Sportspeople from Kentucky, United States representatives from Kentucky, United States senators from Kentucky, US Republican Party politicians
Meir Banai	1961 births, 2017 deaths, Cancer deaths in Israel, Israeli pop singers, Israeli singers, Jewish Israeli musicians, People from Beer Sheba, Pop musicians, Rock musicians, Rock singers, Singer-songwriters, Soul musicians
2010 Dutch general election	2010 elections, 2010s in the Netherlands, Elections in the Netherlands
Venkateswara Temple, Tirumala	Temples in India
Christian Democratic Appeal	Christian democratic parties, Political parties in the Netherlands, Christianity in the Netherlands, 1980s establishments in the Netherlands, 1980 establishments in Europe
