Kristen Dalton (Miss USA)	1986 births, Beauty pageant winners, Actors from North Carolina, Living people
Rémy Julienne	1930 births, 2021 deaths, Deaths from the COVID-19 pandemic in France, French movie actors, Stuntmen, Racecar drivers
Cepoy	Communes in Loiret
Laragne-Montéglin	Communes in Hautes-Alpes
Jean Graton	1923 births, 2021 deaths, French writers, French artists, Comics writers, Cartoonists, Comics artists
Nathalie Delon	1941 births, 2021 deaths, Cancer deaths in France, French movie actors, French stage actors, French movie directors, French novelists, Autobiographers
Jean-Pierre Melville	1917 births, 1973 deaths, Deaths from stroke, Movie directors from Paris, Movie producers from Paris, French screenwriters
Phouoibi	Meitei gods and goddesses
Lino Ventura	1919 births, 1987 deaths, Italian movie actors, French movie actors, People from Emilia-Romagna, Deaths from myocardial infarction
Claude Miller	1942 births, 2012 deaths, Movie directors from Paris, Movie producers from Paris, Writers from Paris, French screenwriters
Multimedios Televisión	Television channels
Claude Sautet	1924 births, 2000 deaths, Deaths from liver cancer, French screenwriters, French movie directors
Michel Serrault	1928 births, 2007 deaths, French movie actors, French stage actors
Sacha Guitry	1885 births, 1957 deaths, French movie actors, French stage actors, French screenwriters, Movie directors from Paris, Actors from Paris, Writers from Paris
Ngaleima	Meitei gods and goddesses
Hank Coe	1946 births, 2021 deaths, State legislators of the United States, Politicians from Wyoming, US Republican Party politicians, Deaths from pancreatic cancer
Henryk Chmielewski (comics)	1923 births, 2021 deaths, Polish artists, Polish journalists, Comics artists, Writers from Warsaw
Thumleima	Meitei gods and goddesses
Pittman Center, Tennessee	Towns in Tennessee
Sevierville, Tennessee	Cities in Tennessee, County seats in Tennessee
Pigeon Forge, Tennessee	Cities in Tennessee
Princess Stéphanie of Monaco	1965 births, Living people, Princes and princesses of Monaco, Singers, Models
Caroline, Princess of Hanover	1957 births, Living people, Princes and princesses of Monaco
Prince Ernst August of Hanover (born 1954)	1954 births, Living people, Princes and princesses, People from Hanover
Jacques, Hereditary Prince of Monaco	2014 births, Living people, Princes and princesses of Monaco
John Garfield	1913 births, 1952 deaths, Deaths from myocardial infarction, American movie actors, American stage actors, American political activists, Actors from New York City
Robert Walker (actor, born 1918)	1918 births, 1951 deaths, American movie actors, American television actors, American stage actors, Drug-related accidental deaths in the United States, Actors from Salt Lake City, Utah
Claiborne Pell	1918 births, 2009 deaths, Deaths from Parkinson's disease, United States senators from Rhode Island, Politicians from New York City, US Democratic Party politicians
Lady and the Tramp (2019 movie)	2019 romance movies, 2010s musical movies, Disney movie remakes, American musical movies, American romance movies
Jim Dale	1935 births, Living people, English movie actors, English television actors, English voice actors, English comedians, English singer-songwriters, English composers, People from Northamptonshire, Drama Desk Award winners, Tony Award winning actors, Grammy Award winners
Aeneas Chigwedere	1939 births, 2021 deaths, Zimbabwean people, African politicians, Deaths from the COVID-19 pandemic in Zimbabwe, African writers, Historians
José Crisologo Sorra	1929 births, 2021 deaths, Roman Catholic bishops, People from Manila
Renita Grigoryeva	Russian movie directors, Russian movie actors, Russian screenwriters, 1931 births, 2021 deaths
Norodom Yuvaneath	1943 births, 2021 deaths, Cambodian people, Royalty, Disease-related deaths in California
Wilbur Brotherton	1922 births, 2021 deaths, State legislators of the United States, Politicians from Chicago, Politicians from Michigan, US Republican Party politicians
Farmington Hills, Michigan	Cities in Michigan
Richard Wagner (judge)	1957 births, Living people, Canadian lawyers, Politicians from Montreal, Chief Justices of Canada
Chief Justice of Canada	Chief Justices of Canada
Beverley McLachlin	1943 births, Living people, Chief Justices of Canada, Politicians from Alberta
Supreme Court of Canada	1870s establishments in Canada, 1875 establishments in North America, National supreme courts, Government of Canada, Buildings and structures in Ottawa
Sylvirana	Frogs, Animals of Asia
Sabail F.K.	21st century establishments in Azerbaijan, 2016 establishments in Asia, Football clubs, Sport in Azerbaijan, Baku
Azad Hind	History of India
Eternal return	Philosophy, Religion
Prick Up Your Ears (Family Guy)	Family Guy (season 5) episodes, 2006 television episodes
Louis Fieser	Chemists
List of television series based on Marvel Comics publications	Marvel Comics-related lists, Lists of works based on comics, Television shows based on Marvel Comics, Lists of television series based on works
Acadia	History of Canada, History of the United States
Terrace (agriculture)	Agriculture
Zaire (disambiguation)	Geography of Africa
New Police Story	2004 movies, 2000s action movies, Hong Kong movies, Chinese movies
The Yearling	1946 movies, 1940s drama movies, American drama movies, Movies based on books, MGM movies, Movies directed by Clarence Brown
Pelleautier	Communes in Hautes-Alpes
Rabou	Communes in Hautes-Alpes
The Vagabond King (1956 movie)	1956 movies, 1950s musical movies, American musical movies, Movies directed by Michael Curtiz
Disappointment	Emotions
Fortress chess	Chess variants, Chess
California's 23rd congressional district	Congressional districts of California
Lou Correa	1958 births, Living people, United States representatives from California, US Democratic Party politicians
Akongjamba	Meitei folklore, Meitei literature, Meitei mythology
Khuman Khamba	Meitei folklore, Meitei literature, Meitei mythology
Moirang Thoibi	Meitei folklore, Meitei literature, Meitei mythology
Mexicanal	Television
Khamnu	Meitei folklore, Meitei literature, Meitei mythology
Donna Britt	1958 births, 2021 deaths, American journalists, American television personalities, Writers from Louisiana, People from Baton Rouge, Louisiana, People from Biloxi, Mississippi, Deaths from motor neurone disease
Nongban	Meitei folklore, Meitei literature, Meitei mythology
Quagga mussel	Bivalves
Safra Catz	1961 births, Living people, Israeli businesspeople, American billionaires, Naturalized citizens of the United States
Onsi Sawiris	2021 deaths, 1930 births, Egyptian businesspeople
Dina Powell	1973 births, Living people, American philanthropists, American diplomats, Businesspeople from New York City, Politicians from New York City, People from Cairo, US Republican Party politicians, Women diplomats
Jessica Jackley	1977 births, Living people, Businesspeople from Pennsylvania
Franklin Park, Pennsylvania	Boroughs in Pennsylvania
Neffes	Communes in Hautes-Alpes
Moydans	Communes in Hautes-Alpes
The Dark Mirror (1946 movie)	1946 movies, 1940s crime movies, 1940s thriller movies, American crime thriller movies, Movies directed by Robert Siodmak
Névache	Communes in Hautes-Alpes
La Motte-en-Champsaur	Communes in Hautes-Alpes
Montrond, Hautes-Alpes	Communes in Hautes-Alpes
Kadeng Thangjahanba	Legends, Meitei mythology
Montmorin, Hautes-Alpes	Former communes in Hautes-Alpes
Montmaur, Hautes-Alpes	Communes in Hautes-Alpes
Montjay, Hautes-Alpes	Communes in Hautes-Alpes
LauncherOne	Rockets
Air-launch-to-orbit	Rockets
Montbrand	Communes in Hautes-Alpes
Tonu Laijinglembi	Legends, Fiction, Meitei mythology
Montclus, Hautes-Alpes	Communes in Hautes-Alpes
Lettret	Communes in Hautes-Alpes
Mitchell Johnson	1981 births, Living people, Australian cricketers, Sportspeople from Queensland
Gregory Sierra	1937 births, 2021 deaths, Cancer deaths in California, American movie actors, American television actors, American stage actors, Actors from New York City
Laguna Woods, California	Cities in California, Settlements in Orange County, California
Jeannette Wood	1932 births, 2021 deaths, State legislators of the United States, Politicians from Washington, Politicians from New York, US Republican Party politicians
Woodway, Washington	Cities in Washington (U.S. state)
Charlotte Cornwell	1949 births, 2021 deaths, English movie actors, English stage actors, English television actors, Actors from London
Royal Shakespeare Company	1879 establishments in England, Theatres in the United Kingdom, Companies of the United Kingdom
Maynard Wallace	1943 births, 2021 deaths, State legislators of the United States, Politicians from Missouri, US Republican Party politicians
Gainesville, Missouri	Cities in Missouri, County seats in Missouri
Thorsten Johansson	1950 births, 2021 deaths
Jim Vickerman	1931 births, 2021 deaths, State legislators of the United States, Politicians from Minnesota, US Democratic Party politicians
Tracy, Minnesota	Cities in Minnesota
Bill Sheat	1930 births, 2021 deaths, New Zealand people, New Zealand lawyers, Activists
Central American Integration System	Political organizations, Central America
California's 46th congressional district	Congressional districts of California
Mauricio Herdocia Sacasa	1958 births, 2021 deaths, Deaths from myocardial infarction, Nicaraguan politicians, Lawyers, Editors
Amanda Gorman	1988 births, Living people, African American writers, American poets, American political activists, Writers from Los Angeles, California
León, Nicaragua	Cities in Nicaragua
Cecilia Mangini	1927 births, 2021 deaths, Italian movie directors, Italian screenwriters
Mola di Bari	Settlements in Apulia
Tony Ferrer	1934 births, 2021 deaths, Filipino actors, Movie directors, Movie producers, Deaths from cardiovascular disease
Pampanga	Provinces of the Philippines
Ricardo Durão	1928 births, 2021 deaths, Portuguese sportspeople, Olympians
Feliks Gromov	1937 births, 2021 deaths, Russian military people
Juan Guzmán Tapia	1939 births, 2021 deaths, Salvadoran politicians, Chilean politicians, Chilean lawyers, Judges
Gianfranco Lombardi	1941 births, 2021 deaths, Italian Olympians, Basketball players, People from Livorno, Sportspeople from Tuscany
Cocquio-Trevisago	Settlements in Lombardy
F. X. Sudjasmin	1943 births, 2021 deaths, Indonesian people, Military people
Marius van Heerden	1974 births, 2021 deaths, South African sportspeople, Olympians, Deaths from the COVID-19 pandemic in South Africa
Farah Pahlavi	1938 births, Living people
